name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Sphingopyxis sp. EG6	1874061	S	182	144	326	0.00004
Sphingopyxis sp. FD7	1914525	S	141	98	239	0.00003
Sphingopyxis sp. OPL5	2486273	S	134	57	191	0.00002
Sphingopyxis sp. USTB-05	2830667	S	114	0	114	0.00001
Sphingopyxis sp. DBS4	2968500	S	105	0	105	0.00001
Sphingopyxis sp. PET50	2976533	S	103	0	103	0.00001
Sphingopyxis sp. 113P3	292913	S	99	109	208	0.00002
Sphingopyxis sp. BSN-002	2911495	S	73	0	73	0.00001
Sphingopyxis sp. QXT-31	1357916	S	72	47	119	0.00001
Sphingopyxis sp. YF1	2482763	S	67	0	67	0.00001
Sphingopyxis sp. PAMC25046	2565556	S	64	42	106	0.00001
Sphingopyxis sp. GC21	2933562	S	10	0	10	0.00000
Sphingopyxis macrogoltabida	33050	S	201	138	339	0.00004
Sphingopyxis lindanitolerans	2054227	S	115	41	156	0.00002
uncultured Sphingopyxis sp.	310581	S	102	0	102	0.00001
Sphingopyxis granuli	267128	S	96	822	918	0.00010
Sphingopyxis fribergensis	1515612	S	79	32	111	0.00001
Sphingopyxis alaskensis	117207	S	76	14	90	0.00001
Sphingopyxis terrae	33052	S	52	8	60	0.00001
Sphingorhabdus sp. SMR4y	2584094	S	277	22	299	0.00003
Sphingorhabdus sp. YGSMI21	2077182	S	154	11	165	0.00002
Sphingorhabdus sp. M41	1806885	S	112	5	117	0.00001
Sphingorhabdus lacus	392610	S	242	4	246	0.00003
Sphingorhabdus lutea	1913578	S	114	3	117	0.00001
Rhizorhabdus wittichii	160791	S	264	368	632	0.00007
Rhizorhabdus dicambivorans	1850238	S	203	517	720	0.00008
Rhizorhabdus phycosphaerae	2711156	S	145	16	161	0.00002
Blastomonas sp.	1909299	S	145	0	145	0.00002
Blastomonas sp. RAC04	1842535	S	32	101	133	0.00001
Sphingosinithalassobacter tenebrarum	2711215	S	219	98	317	0.00003
Sphingosinithalassobacter sp. CS137	2762748	S	64	11	75	0.00001
Parasphingopyxis algicola	2026624	S	132	8	140	0.00002
Parasphingopyxis sp. CP4	2724527	S	120	6	126	0.00001
Parasphingorhabdus cellanae	2806553	S	114	1	115	0.00001
Parasphingorhabdus halotolerans	2725558	S	86	1	87	0.00001
Parasphingorhabdus litoris	394733	S	20	0	20	0.00000
Sphingomicrobium flavum	1229164	S	110	0	110	0.00001
Sphingomicrobium aestuariivivum	1582356	S	90	0	90	0.00001
Citromicrobium sp. JL477	1634516	S	160	94	254	0.00003
Allosphingosinicella indica	941907	S	121	11	132	0.00001
Novosphingopyxis iocasae	2762729	S	92	59	151	0.00002
Hankyongella ginsenosidimutans	1763828	S	87	0	87	0.00001
Tardibacter chloracetimidivorans	1921510	S	83	138	221	0.00002
Aquisediminimonas profunda	1550733	S	68	0	68	0.00001
Erythrobacter sp.	1042	S	285	0	285	0.00003
Erythrobacter sp. SCSIO 43205	2779361	S	221	0	221	0.00002
Erythrobacter sp. SDW2	2907154	S	181	0	181	0.00002
Erythrobacter sp. KY5	2011159	S	155	11	166	0.00002
Erythrobacter sp. HL-111	1798193	S	138	26	164	0.00002
Erythrobacter sp. JK5	2829500	S	122	0	122	0.00001
Erythrobacter sp. THAF29	2587851	S	99	29	128	0.00001
Erythrobacter sp. 3-20A1M	2653850	S	61	0	61	0.00001
Erythrobacter sp. BLCC-B19	3025315	S	50	0	50	0.00001
Erythrobacter sp. HKB08	2502843	S	49	8	57	0.00001
uncultured Erythrobacter sp.	263913	S	223	0	223	0.00002
Erythrobacter litoralis	39960	S	196	52	248	0.00003
Erythrobacter neustonensis	1112	S	90	24	114	0.00001
Erythrobacter aurantius	2909249	S	78	0	78	0.00001
Erythrobacter aureus	2182384	S	66	7	73	0.00001
Erythrobacter mangrovi	2739433	S	56	20	76	0.00001
Porphyrobacter sp. YT40	2547601	S	125	174	299	0.00003
Porphyrobacter sp. ULC335	2854260	S	99	0	99	0.00001
Porphyrobacter sp. CACIAM 03H1	2003315	S	97	30	127	0.00001
Porphyrobacter sp. HT-58-2	2023229	S	54	17	71	0.00001
Porphyrobacter sp. LM 6	1896196	S	39	32	71	0.00001
Qipengyuania flava	192812	S	281	325	606	0.00007
Qipengyuania aurantiaca	2867233	S	164	0	164	0.00002
Qipengyuania sediminis	1532023	S	136	14	150	0.00002
Qipengyuania soli	2782568	S	103	16	119	0.00001
Qipengyuania spongiae	2909673	S	84	0	84	0.00001
Qipengyuania psychrotolerans	2867238	S	52	0	52	0.00001
Qipengyuania sp. SS22	2979461	S	51	0	51	0.00001
Qipengyuania seohaensis	266951	S	50	27	77	0.00001
Qipengyuania aquimaris	255984	S	45	0	45	0.00000
Qipengyuania xiapuensis	2867236	S	29	0	29	0.00000
Qipengyuania citrea	225971	S	26	0	26	0.00000
Qipengyuania gelatinilytica	2867231	S	26	0	26	0.00000
Croceicoccus sp. YJ47	2798724	S	159	85	244	0.00003
Croceicoccus sp. Ery15	1703338	S	101	0	101	0.00001
Croceicoccus sp. Ery5	1703340	S	95	0	95	0.00001
Croceicoccus naphthovorans	1348774	S	308	853	1161	0.00013
Croceicoccus marinus	450378	S	158	125	283	0.00003
Tsuneonella amylolytica	2338327	S	315	78	393	0.00004
Tsuneonella dongtanensis	692370	S	191	26	217	0.00002
Tsuneonella flava	2055955	S	150	96	246	0.00003
Tsuneonella mangrovi	1982042	S	76	7	83	0.00001
Altererythrobacter sp. BO-6	2604537	S	147	47	194	0.00002
Altererythrobacter sp. B11	2060312	S	119	67	186	0.00002
Altererythrobacter sp. TH136	2067415	S	106	42	148	0.00002
Altererythrobacter sp. CAU 1644	3032592	S	32	0	32	0.00000
Altererythrobacter sp. ZODW24	2185142	S	26	1	27	0.00000
Altererythrobacter rubellus	2173831	S	89	0	89	0.00001
Altererythrobacter ishigakiensis	476157	S	31	1	32	0.00000
Altererythrobacter epoxidivorans	361183	S	28	7	35	0.00000
Aurantiacibacter sp. MUD11	3003265	S	241	0	241	0.00003
Aurantiacibacter sp. MUD61	3009083	S	116	0	116	0.00001
Aurantiacibacter gangjinensis	502682	S	122	8	130	0.00001
Aurantiacibacter atlanticus	1648404	S	109	90	199	0.00002
Paraurantiacibacter namhicola	645517	S	210	21	231	0.00003
Caenibius tardaugens	169176	S	98	541	639	0.00007
Caenibius sp. WL	2872646	S	93	0	93	0.00001
Croceibacterium sp. D39	3064139	S	129	0	129	0.00001
Croceibacterium atlanticum	1267766	S	35	17	52	0.00001
Pelagerythrobacter marensis	543877	S	62	6	68	0.00001
Sphingosinicella microcystinivorans	335406	S	576	55	631	0.00007
Sphingosinicella sp. BN140058	1892855	S	130	13	143	0.00002
Sphingosinicella flava	2771430	S	108	12	120	0.00001
Polymorphobacter sp. PAMC 29334	2862331	S	196	0	196	0.00002
Polymorphobacter megasporae	2835787	S	30	0	30	0.00000
Sandaracinobacteroides saxicola	2759707	S	319	59	378	0.00004
Zymomonas mobilis	542	S	177	46	223	0.00002
Roseomonas marmotae	2768161	S	325	49	374	0.00004
Roseomonas gilardii	257708	S	269	113	382	0.00004
Roseomonas sp. OT10	2897332	S	252	0	252	0.00003
Roseomonas fluvialis	1750527	S	159	0	159	0.00002
Roseomonas haemaphysalidis	2768162	S	137	25	162	0.00002
Roseomonas mucosa	207340	S	40	528	568	0.00006
Acetobacter aceti	435	S	417	195	612	0.00007
Acetobacter ghanensis	431306	S	214	42	256	0.00003
Acetobacter vaccinii	2592655	S	160	27	187	0.00002
Acetobacter ascendens	481146	S	156	192	348	0.00004
Acetobacter persici	1076596	S	70	5	75	0.00001
Acetobacter pasteurianus	438	S	65	106	171	0.00002
Acetobacter senegalensis	446692	S	40	54	94	0.00001
Acetobacter tropicalis	104102	S	38	51	89	0.00001
Acetobacter orientalis	146474	S	35	3	38	0.00000
Komagataeibacter nataicola	265960	S	244	50	294	0.00003
Komagataeibacter xylinus	28448	S	145	92	237	0.00003
Komagataeibacter europaeus	33995	S	132	41	173	0.00002
Komagataeibacter oboediens	65958	S	131	20	151	0.00002
Komagataeibacter saccharivorans	265959	S	111	31	142	0.00002
Komagataeibacter rhaeticus	215221	S	107	384	491	0.00005
Komagataeibacter medellinensis	1177712	S	67	67	134	0.00001
Gluconobacter oxydans	442	S	126	63	189	0.00002
Gluconobacter thailandicus	257438	S	126	132	258	0.00003
Gluconobacter albidus	318683	S	54	13	67	0.00001
Gluconobacter frateurii	38308	S	35	0	35	0.00000
Gluconobacter sphaericus	574987	S	24	7	31	0.00000
Lichenicola cladoniae	1484109	S	469	21	490	0.00005
Rhodovastum atsumiense	504468	S	451	0	451	0.00005
Neoasaia chiangmaiensis	320497	S	378	52	430	0.00005
Roseococcus microcysteis	2771361	S	368	43	411	0.00005
Sediminicoccus rosea	1225128	S	330	0	330	0.00004
Granulibacter bethesdensis	364410	S	328	23	351	0.00004
Acidiphilium multivorum	62140	S	49	234	283	0.00003
Pseudoroseomonas cervicalis	204525	S	245	0	245	0.00003
Commensalibacter melissae	2070537	S	243	27	270	0.00003
Acidibrevibacterium fodinaquatile	1969806	S	226	43	269	0.00003
Neokomagataea tanensis	661191	S	216	23	239	0.00003
Acidocella sp. MX-AZ03	2697363	S	214	0	214	0.00002
Acidisoma sp. PAMC 29798	3040935	S	210	0	210	0.00002
Asaia bogorensis	91915	S	135	14	149	0.00002
Formicincola oecophyllae	2558361	S	129	4	133	0.00001
Gluconacetobacter diazotrophicus	33996	S	128	23	151	0.00002
Aristophania vespae	2697033	S	121	6	127	0.00001
Kozakia baliensis	153496	S	113	37	150	0.00002
Novacetimonas hansenii	436	S	104	16	120	0.00001
Oecophyllibacter saccharovorans	2558360	S	99	2	101	0.00001
Parasaccharibacter apium	1510841	S	52	4	56	0.00001
Entomobacter blattae	2762277	S	27	1	28	0.00000
Swingsia samuiensis	1293412	S	20	1	21	0.00000
Azospirillum sp. TSH58	664962	S	244	395	639	0.00007
Azospirillum sp. TSH100	652764	S	184	109	293	0.00003
Azospirillum sp. B510	137722	S	103	49	152	0.00002
Azospirillum sp. TSA2s	709810	S	87	111	198	0.00002
Azospirillum argentinense	2970906	S	527	0	527	0.00006
Azospirillum thermophilum	2202148	S	332	123	455	0.00005
Azospirillum brasilense	192	S	286	327	613	0.00007
Azospirillum ramasamyi	682998	S	231	176	407	0.00004
Azospirillum thiophilum	528244	S	154	74	228	0.00003
Azospirillum oryzae	286727	S	123	154	277	0.00003
Azospirillum humicireducens	1226968	S	117	80	197	0.00002
Azospirillum lipoferum	193	S	87	85	172	0.00002
Azospirillum baldaniorum	1064539	S	70	176	246	0.00003
Skermanella sp. TT6	2775420	S	325	1275	1600	0.00018
Skermanella mucosa	1789672	S	225	0	225	0.00002
Skermanella pratensis	2233999	S	72	137	209	0.00002
Skermanella rosea	1817965	S	62	0	62	0.00001
Nitrospirillum amazonense	28077	S	487	85	572	0.00006
Indioceanicola profundi	2220096	S	253	35	288	0.00003
Niveispirillum cyanobacteriorum	1612173	S	223	74	297	0.00003
Magnetospirillum sp. ME-1	1639348	S	178	62	240	0.00003
Magnetospirillum sp. XM-1	1663591	S	168	58	226	0.00002
Magnetospirillum gryphiswaldense	55518	S	408	43	451	0.00005
Magnetospirillum magneticum	84159	S	221	37	258	0.00003
Hypericibacter adhaerens	2602016	S	235	98	333	0.00004
Hypericibacter terrae	2602015	S	225	60	285	0.00003
Ferrovibrio terrae	2594003	S	507	62	569	0.00006
Rhodospirillum rubrum	1085	S	220	0	220	0.00002
Rhodospirillum centenum	34018	S	105	24	129	0.00001
Pararhodospirillum photometricum	1084	S	228	19	247	0.00003
Defluviicoccus vanus	111831	S	140	43	183	0.00002
Haematospirillum jordaniae	1549855	S	89	7	96	0.00001
Candidatus Endolissoclinum faulkneri	1263979	S	36	0	36	0.00000
Thalassospira sp. B30-1	2785911	S	193	167	360	0.00004
Thalassospira sp. A40-3	2785908	S	140	38	178	0.00002
Thalassospira sp. GO-4	2946605	S	107	0	107	0.00001
Thalassospira marina	2048283	S	220	30	250	0.00003
Thalassospira indica	1891279	S	142	85	227	0.00003
Thalassospira xiamenensis	220697	S	72	53	125	0.00001
Magnetospira sp. QH-2	1288970	S	249	8	257	0.00003
Varunaivibrio sulfuroxidans	1773489	S	210	0	210	0.00002
Aestuariispira ectoiniformans	2775080	S	412	0	412	0.00005
Stella humosa	94	S	358	89	447	0.00005
Tistrella mobilis	171437	S	276	141	417	0.00005
Nisaea acidiphila	1862145	S	275	0	275	0.00003
Elioraea tepida	2843330	S	199	0	199	0.00002
Terasakiella sp. SH-1	2560057	S	172	12	184	0.00002
Brevundimonas sp.	1871086	S	313	0	313	0.00003
Brevundimonas sp. NIBR11	3015999	S	229	0	229	0.00003
Brevundimonas sp. MF30-B	2561924	S	208	42	250	0.00003
Brevundimonas sp. M20	2591463	S	201	45	246	0.00003
Brevundimonas sp. SL130	2995143	S	129	0	129	0.00001
Brevundimonas sp. LM2	1938605	S	128	24	152	0.00002
Brevundimonas sp. NIBR10	3015997	S	118	0	118	0.00001
Brevundimonas sp. PAMC22021	2861285	S	94	0	94	0.00001
Brevundimonas sp. 2003-09-23	3021811	S	41	0	41	0.00000
Brevundimonas sp. AJA228-03	2752515	S	40	6	46	0.00001
Brevundimonas sp. BT-123	2986928	S	39	0	39	0.00000
Brevundimonas sp. 'scallop'	2562582	S	27	64	91	0.00001
Brevundimonas sp. SGAir0440	2579977	S	24	17	41	0.00000
Brevundimonas sp. Bb-A	2560058	S	22	76	98	0.00001
Brevundimonas sp. DS20	1532555	S	19	69	88	0.00001
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	13	23	36	0.00000
Brevundimonas naejangsanensis	588932	S	365	141	506	0.00006
Brevundimonas vesicularis	41276	S	361	1754	2115	0.00023
Brevundimonas diminuta	293	S	224	676	900	0.00010
Brevundimonas vitisensis	2800818	S	196	33	229	0.00003
Brevundimonas nasdae	172043	S	183	0	183	0.00002
Brevundimonas subvibrioides	74313	S	174	14	188	0.00002
Brevundimonas pondensis	2774189	S	169	96	265	0.00003
Brevundimonas mediterranea	74329	S	126	51	177	0.00002
Brevundimonas albigilva	1312364	S	109	0	109	0.00001
Brevundimonas goettingensis	2774190	S	108	23	131	0.00001
Brevundimonas fontaquae	2813778	S	76	75	151	0.00002
Brevundimonas vancanneytii	1325724	S	28	119	147	0.00002
Caulobacter sp. NIBR2454	3015996	S	265	0	265	0.00003
Caulobacter sp. S6	2823693	S	237	0	237	0.00003
Caulobacter sp. FWC26	69665	S	199	134	333	0.00004
Caulobacter sp. NIBR1757	3016000	S	127	0	127	0.00001
Caulobacter segnis	88688	S	375	135	510	0.00006
Caulobacter flavus	1679497	S	210	63	273	0.00003
Caulobacter vibrioides	155892	S	192	77	269	0.00003
Caulobacter soli	2708539	S	179	59	238	0.00003
Caulobacter henricii	69395	S	159	34	193	0.00002
Caulobacter rhizosphaerae	2010972	S	114	33	147	0.00002
Caulobacter mirabilis	69666	S	107	29	136	0.00001
Phenylobacterium sp. NIBR 498073	3015177	S	422	0	422	0.00005
Phenylobacterium sp. LH3H17	2903901	S	118	0	118	0.00001
Phenylobacterium zucineum	284016	S	140	78	218	0.00002
Phenylobacterium parvum	2201350	S	125	27	152	0.00002
Asticcacaulis excentricus	78587	S	391	37	428	0.00005
Asticcacaulis sp. AND118	2840468	S	164	0	164	0.00002
Asticcacaulis sp. ZE23SCel15	3059027	S	87	0	87	0.00001
Asticcacaulis sp. SL142	2995155	S	43	0	43	0.00000
Terricaulis silvestris	2686094	S	253	7	260	0.00003
Wolbachia endosymbiont of Cimex lectularius	246273	S	21	33	54	0.00001
Wolbachia endosymbiont of Dipetalonema caudispina	1812112	S	21	7	28	0.00000
Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis	1812115	S	19	7	26	0.00000
Wolbachia endosymbiont of Ctenocephalides felis wCfeJ	2732594	S	18	29	47	0.00001
Wolbachia endosymbiont of Ctenocephalides felis wCfeT	2732593	S	14	2	16	0.00000
Wolbachia endosymbiont (group B) of Camptogramma bilineatum	2953991	S	12	0	12	0.00000
Wolbachia endosymbiont (group A) of Epistrophe grossularia	2954008	S	12	0	12	0.00000
Wolbachia endosymbiont of Howardula sp.	2916816	S	11	0	11	0.00000
Wolbachia pipientis	955	S	10	31	41	0.00000
Anaplasma marginale	770	S	74	64	138	0.00002
Anaplasma phagocytophilum	948	S	26	0	26	0.00000
Anaplasma ovis	142058	S	21	0	21	0.00000
Anaplasma centrale	769	S	11	8	19	0.00000
Ehrlichia ruminantium	779	S	56	75	131	0.00001
Ehrlichia chaffeensis	945	S	46	0	46	0.00001
Neorickettsia findlayensis	2686014	S	14	10	24	0.00000
Neorickettsia helminthoeca	33994	S	13	1	14	0.00000
Neoehrlichia mikurensis	89586	S	15	0	15	0.00000
Rickettsia tillamookensis	2761623	S	38	76	114	0.00001
Rickettsia parkeri	35792	S	19	124	143	0.00002
Rickettsia endosymbiont of Bemisia tabaci	337479	S	56	70	126	0.00001
Rickettsia endosymbiont of Ceutorhynchus assimilis	2884482	S	53	0	53	0.00001
Rickettsia endosymbiont of Oedothorax gibbosus	931099	S	12	0	12	0.00000
Rickettsia bellii	33990	S	14	18	32	0.00000
Orientia tsutsugamushi	784	S	111	12	123	0.00001
Candidatus Sneabacter namystus	2601646	S	36	8	44	0.00000
Candidatus Phycorickettsia trachydisci	2115978	S	12	0	12	0.00000
Candidatus Fokinia solitaria	1802984	S	74	1	75	0.00001
Candidatus Bandiella numerosa	2570586	S	51	0	51	0.00001
Candidatus Midichloria mitochondrii	234827	S	17	2	19	0.00000
Candidatus Deianiraea vastatrix	2163644	S	44	2	46	0.00001
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	S	43	19	62	0.00001
Candidatus Paracaedibacter acanthamoebae	91604	S	279	257	536	0.00006
Candidatus Cytomitobacter indipagum	2601575	S	106	3	109	0.00001
Candidatus Nesciobacter abundans	2601668	S	46	1	47	0.00001
endosymbiont of Acanthamoeba sp. UWC8	86106	S	35	0	35	0.00000
Candidatus Hydrogenosomobacter endosymbioticus	2558174	S	34	0	34	0.00000
Candidatus Gromoviella agglomerans	2806609	S	26	0	26	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	133	130	263	0.00003
Hyphobacterium sp. CCMP332	2749086	S	208	6	214	0.00002
Maricaulis maris	74318	S	201	21	222	0.00002
Marinicauda algicola	2029849	S	175	103	278	0.00003
Glycocaulis alkaliphilus	1434191	S	118	10	128	0.00001
Hyphomonas sp. KY3	2016196	S	107	59	166	0.00002
Hyphomonas sp. Mor2	1906738	S	82	1	83	0.00001
Hyphomonas sp.	87	S	78	0	78	0.00001
Hyphomonas sp. CACIAM 19H1	1873716	S	70	4	74	0.00001
Hyphomonas neptunium	81032	S	43	0	43	0.00000
Hyphomonas atlantica	1280948	S	29	0	29	0.00000
Candidatus Viadribacter manganicus	1759059	S	76	0	76	0.00001
Hirschia baltica	2724	S	25	0	25	0.00000
Aquisalinus flavus	1526572	S	204	0	204	0.00002
Parvularcula sp. IMCC14364	3067902	S	103	0	103	0.00001
Parvularcula bermudensis	208216	S	98	65	163	0.00002
Hyphococcus flavus	1866326	S	96	0	96	0.00001
Paremcibacter congregatus	2043170	S	170	37	207	0.00002
Pseudemcibacter aquimaris	2857064	S	164	0	164	0.00002
Luteithermobacter gelatinilyticus	2582913	S	111	23	134	0.00001
Sneathiella marina	2950108	S	254	0	254	0.00003
Sneathiella aquimaris	2599305	S	108	0	108	0.00001
Candidatus Pelagibacter sp. RS39	1977864	S	124	3	127	0.00001
Candidatus Pelagibacter sp. RS40	1977865	S	86	1	87	0.00001
Candidatus Pelagibacter sp. IMCC9063	1002672	S	23	0	23	0.00000
Candidatus Pelagibacter sp. FZCC0015	2268451	S	21	0	21	0.00000
Candidatus Pelagibacter sp. HIMB1321	1388755	S	14	0	14	0.00000
Candidatus Pelagibacter giovannonii	2563896	S	54	12	66	0.00001
Candidatus Pelagibacter ubique	198252	S	17	4	21	0.00000
Kordiimonas sp. SCSIO 12603	2829596	S	69	0	69	0.00001
Kordiimonas sp. SCSIO 12610	2829597	S	43	0	43	0.00000
Kordiimonas pumila	2161677	S	109	2	111	0.00001
Gimibacter soli	3024400	S	102	0	102	0.00001
Magnetococcus marinus	1124597	S	111	0	111	0.00001
Candidatus Puniceispirillum marinum	767892	S	93	7	100	0.00001
Comamonas kerstersii	225992	S	5653	1861	7514	0.00083
Comamonas aquatica	225991	S	2898	1267	4165	0.00046
Comamonas sp. Y33R10-2	2853257	S	740	0	740	0.00008
Comamonas sp. ZM22	3046670	S	336	0	336	0.00004
Comamonas sp. B21-038	2918299	S	210	0	210	0.00002
Comamonas sp. NLF-1-9	2853163	S	202	0	202	0.00002
Comamonas sp. PR12	2977320	S	21	0	21	0.00000
Comamonas terrigena	32013	S	831	0	831	0.00009
Comamonas fluminis	2796366	S	720	0	720	0.00008
Comamonas testosteroni	285	S	682	1199	1881	0.00021
Comamonas piscis	1562974	S	299	58	357	0.00004
Comamonas thiooxydans	363952	S	247	550	797	0.00009
Comamonas odontotermitis	379895	S	236	0	236	0.00003
Comamonas antarctica	2743470	S	232	122	354	0.00004
Comamonas serinivorans	1082851	S	175	35	210	0.00002
Comamonas flocculans	2597701	S	152	67	219	0.00002
Comamonas koreensis	160825	S	67	17	84	0.00001
Variovorax sp. HW608	1034889	S	349	35	384	0.00004
Variovorax sp. PBS-H4	434008	S	284	133	417	0.00005
Variovorax sp. PAMC 28711	1795631	S	234	22	256	0.00003
Variovorax sp. RKNM96	2681552	S	212	54	266	0.00003
Variovorax sp. WDL1	207745	S	188	180	368	0.00004
Variovorax sp. PAMC26660	2762322	S	183	26	209	0.00002
Variovorax sp. 38R	2774875	S	176	132	308	0.00003
Variovorax sp. PBL-H6	434009	S	148	131	279	0.00003
Variovorax sp. RA8	662548	S	128	79	207	0.00002
Variovorax sp. PAMC28562	2762323	S	122	6	128	0.00001
Variovorax sp. SRS16	282217	S	95	126	221	0.00002
Variovorax sp. PBL-E5	434014	S	32	52	84	0.00001
Variovorax sp. PDNC026	2811425	S	14	229	243	0.00003
Variovorax paradoxus	34073	S	1110	303	1413	0.00016
Variovorax boronicumulans	436515	S	212	124	336	0.00004
Acidovorax sp. JMULE5	2518343	S	362	79	441	0.00005
Acidovorax sp. 1608163	2478662	S	236	39	275	0.00003
Acidovorax sp. 5MLIR	2949090	S	218	0	218	0.00002
Acidovorax sp. KKS102	358220	S	177	104	281	0.00003
Acidovorax sp. T1	1858609	S	170	423	593	0.00007
Acidovorax sp. HDW3	2714923	S	143	43	186	0.00002
Acidovorax sp. RAC01	1842533	S	137	61	198	0.00002
Acidovorax sp. GBBC 1281	2940492	S	124	0	124	0.00001
Acidovorax sp. NCPPB 3576	2940488	S	62	0	62	0.00001
Acidovorax carolinensis	553814	S	349	271	620	0.00007
Acidovorax radicis	758826	S	259	0	259	0.00003
Acidovorax temperans	80878	S	181	0	181	0.00002
Rhodoferax sp. MIZ03	2798804	S	304	0	304	0.00003
Rhodoferax sp. PAMC 29310	2822760	S	213	27	240	0.00003
Rhodoferax sp. BAB1	2741720	S	122	26	148	0.00002
Rhodoferax sp. AJA081-3	2752316	S	75	4	79	0.00001
Rhodoferax sediminis	2509614	S	404	39	443	0.00005
Rhodoferax ferrireducens	192843	S	359	17	376	0.00004
Rhodoferax koreense	1842727	S	245	107	352	0.00004
Rhodoferax aquaticus	2527691	S	240	0	240	0.00003
Rhodoferax antarcticus	81479	S	198	11	209	0.00002
Rhodoferax saidenbachensis	1484693	S	111	8	119	0.00001
Hydrogenophaga sp. BPS33	2651974	S	303	134	437	0.00005
Hydrogenophaga sp. PAMC20947	2565558	S	177	8	185	0.00002
Hydrogenophaga sp. RAC07	1842537	S	155	43	198	0.00002
Hydrogenophaga sp. NH-16	2184519	S	140	193	333	0.00004
Hydrogenophaga sp. SL48	2806347	S	133	0	133	0.00001
Hydrogenophaga sp. YM1	2806262	S	123	47	170	0.00002
Hydrogenophaga sp. PBC	795665	S	106	63	169	0.00002
Hydrogenophaga sp. PBL-H3	434010	S	80	73	153	0.00002
Hydrogenophaga crassostreae	1763535	S	175	7	182	0.00002
Hydrogenophaga crocea	2716225	S	155	77	232	0.00003
uncultured Hydrogenophaga sp.	199683	S	116	0	116	0.00001
Hydrogenophaga pseudoflava	47421	S	100	96	196	0.00002
Hydrogenophaga taeniospiralis	65656	S	93	0	93	0.00001
Diaphorobacter sp. HDW4A	2714924	S	222	174	396	0.00004
Diaphorobacter sp. HDW4B	2714925	S	167	20	187	0.00002
Diaphorobacter sp. C33	3060154	S	45	0	45	0.00000
Diaphorobacter sp. JS3051	2792224	S	40	1220	1260	0.00014
Diaphorobacter ruginosibacter	1715720	S	271	51	322	0.00004
Diaphorobacter aerolatus	1288495	S	243	336	579	0.00006
[Acidovorax] ebreus	721785	S	19	115	134	0.00001
Diaphorobacter nitroreducens	164759	S	14	0	14	0.00000
Delftia tsuruhatensis	180282	S	408	1243	1651	0.00018
